Medication_Name,Package_Size,Max_Retailer_Price,Max_Consumer_Price,Max_Consumer_VAT_Price,Year
CASODEX 50MG 28TAB,28.00,$262.75,$308.73,$358.13,2012
CATAFLAM 50MG 10TAB,10.00,$6.25,$8.57,$9.94,2012
CAVERJECT 10MCG V+DS,1.00,$41.64,$56.01,$64.97,2012
CAVERJECT 20MCG V+DS,1.00,$56.37,$75.81,$87.94,2012
CEDAX SUSP 60ML,60.00,$67.21,$90.40,$104.86,2012
CEFALOR 500MG 10CAP,10.00,$21.25,$29.11,$33.77,2012
CEFAMEZIN 1000MG 1V.,1.00,$8.72,$11.95,$13.86,2012
CEFAZOLIN SANDOZ 0.5GR 100VIAL,100.00,$952.83,"$1,119.58","$1,298.71",2012
CEFAZOLIN SANDOZ 0.5GR 10VIAL,10.00,$95.28,$119.10,$138.16,2012
CEFAZOLIN SANDOZ 0.5GR 1VIAL,1.00,$9.53,$13.05,$15.14,2012
CEFAZOLIN SANDOZ 0.5GR 25VIAL,25.00,$238.21,$279.89,$324.68,2012
CEFAZOLIN SANDOZ 0.5GR 50VIAL,50.00,$476.42,$559.79,$649.35,2012
CEFAZOLIN SANDOZ 0.5GR 5VIAL,5.00,$47.64,$64.08,$74.33,2012
CEFAZOLIN SANDOZ 1GR 100VIAL,100.00,$872.14,"$1,024.76","$1,188.73",2012
CEFAZOLIN SANDOZ 1GR 10VIAL,10.00,$87.21,$117.30,$136.07,2012
CEFAZOLIN SANDOZ 1GR 1VIAL,1.00,$8.72,$11.95,$13.86,2012
CEFAZOLIN SANDOZ 1GR 25VIAL,25.00,$218.03,$256.19,$297.18,2012
CEFAZOLIN SANDOZ 1GR 50VIAL,50.00,$436.07,$512.38,$594.36,2012
CEFAZOLIN SANDOZ 1GR 5VIAL,5.00,$43.61,$58.65,$68.04,2012
CEFORAL 250MG 10CAPS,10.00,$5.55,$7.60,$8.82,2012
CEFORAL 500MG 10CAPS,10.00,$10.84,$14.85,$17.23,2012
CEFORAL 500MG 20 CAPS,20.00,$21.68,$29.70,$34.45,2012
CEFORAL FRTE SUSP 250,60.00,$12.06,$16.52,$19.17,2012
CEFORAL SUSP 125MG,60.00,$8.25,$11.30,$13.11,2012
CEFOVIT 125 SUSP 60ML,60.00,$8.25,$11.30,$13.11,2012
CEFOVIT 250 SUSP 60ML,60.00,$12.06,$16.52,$19.17,2012
CEFOVIT 250MG 10CAPS,10.00,$5.55,$7.60,$8.82,2012
CEFOVIT FORTE 10CAPS,10.00,$10.84,$14.85,$17.23,2012
CEFTAZIDIME TEVA 1GR/VIAL,1.00,$32.16,$44.06,$51.11,2012
CEFTAZIDIME TEVA 2GR/VIAL,1.00,$64.73,$87.07,$101.00,2012
CEFURAX 250MG 10TAB,10.00,$18.06,$24.74,$28.69,2012
CEFURAX 500MG 10TAB,10.00,$34.63,$47.44,$55.03,2012
CELCOX 100MG 20CAPS,20.00,$34.92,$47.84,$55.49,2012
CELCOX 200MG 10CAPS,10.00,$37.50,$51.38,$59.60,2012
CELEBRA 100MG 20CAPS,20.00,$34.92,$47.84,$55.49,2012
CELEBRA 200MG 10CAPS,10.00,$37.50,$51.38,$59.60,2012
CELESTONE CHRONODOSE 1ML AMP,1.00,$13.43,$18.39,$21.34,2012
CELLCEPT 250MG 100CAPS,100.00,$311.27,$365.74,$424.26,2012
CELLCEPT 500MG 50TAB,50.00,$291.56,$342.58,$397.40,2012
CELSENTRI 150MG 60TAB,60.00,"$3,719.47","$4,370.38","$5,069.64",2012
CELSENTRI 300MG 60TAB,60.00,"$3,719.47","$4,370.38","$5,069.64",2012
CEMIDIN 200MG 50TAB,50.00,$29.92,$40.98,$47.54,2012
CEMIDIN 400MG 20TAB,20.00,$25.56,$35.02,$40.62,2012
CEMIDIN 800MG 20TAB,20.00,$53.92,$72.52,$84.12,2012
CEPLENE 0.5MG/0.5ML SOL FOR INJ 14 VIALS,14.00,"$6,260.95","$7,356.61","$8,533.67",2012
CERAZETTE 0.075MG 1X28TAB,28.00,$32.94,$45.13,$52.36,2012
CERAZETTE 0.075MG 3X28TAB,84.00,$98.83,$123.54,$143.31,2012
CEREZYME 400 UNITS POWDER FOR SOL FOR INF,1.00,"$8,106.71","$9,525.38","$11,049.44",2012
CEROXIM 250MG 10TAB,10.00,$18.06,$24.74,$28.69,2012
CEROXIM 500MG 10TAB,10.00,$34.63,$47.44,$55.03,2012
CERTICAN 0.1MG 60 DISPERSIBLE TAB,60.00,$222.97,$261.99,$303.90,2012
CERTICAN 0.25MG 60 DISPERSIBLE TAB,60.00,$539.81,$634.27,$735.76,2012
CERTICAN 0.25MG 60 TAB,60.00,$574.64,$675.20,$783.23,2012
CERTICAN 0.50MG 60 TAB,60.00,"$1,106.99","$1,300.71","$1,508.82",2012
CERTICAN 0.75MG 60 TAB,60.00,"$1,650.01","$1,938.76","$2,248.96",2012
CERUBIDINE 20MG 10xAMP+4ML WATER,10.00,$476.95,$560.41,$650.08,2012
CERVARIX 0.5ML SYR,1.00,$487.79,$573.16,$664.86,2012
CETROTIDE 0.25MG 7AMP,7.00,"$1,254.23","$1,473.72","$1,709.51",2012
CHAMPIX 0.5MG 55TAB,55.00,$442.06,$519.42,$602.52,2012
CHAMPIX 0.5MGX11TAB+1MGX42TAB,53.00,$390.60,$458.96,$532.39,2012
CHAMPIX 1MG 28TAB,28.00,$201.46,$236.71,$274.59,2012
CHAMPIX 1MG 56TAB,56.00,$402.91,$473.42,$549.17,2012
CIALIS 10MG 4TAB,4.00,$209.41,$246.05,$285.42,2012
CIALIS 2.5MG 28TAB,28.00,$381.09,$447.78,$519.42,2012
CIALIS 20MG 4TAB,4.00,$192.16,$240.20,$278.64,2012
CIALIS 20MG 8TAB,8.00,$384.33,$451.58,$523.84,2012
CIALIS 5MG 28TAB,28.00,$396.76,$466.20,$540.79,2012
CICLODERM  CREAM 15GR,15.00,$8.10,$11.09,$12.87,2012
CICLODERM SHAMPOO 100ML,100.00,$50.91,$68.47,$79.43,2012
CILARIL 1MG 28TAB,28.00,$17.53,$24.02,$27.86,2012
CILARIL 2.5MG 28TAB,28.00,$31.98,$43.81,$50.83,2012
CILARIL 5MG 28TAB,28.00,$48.19,$64.81,$75.18,2012
CILARIL PLUS 28TAB,28.00,$72.70,$97.78,$113.42,2012
CILAZAPRIL 2.5 MG 30 TABLETS,30.00,$34.27,$46.94,$54.46,2012
CILAZAPRIL 5MG 30TABLETS,30.00,$51.63,$69.44,$80.55,2012
CILAZAPRIL PLUS TEVA 30TAB,30.00,$77.89,$104.76,$121.52,2012
CILOXAN 0.3% EYE DROPS 5ML,5.00,$15.43,$21.14,$24.52,2012
CIPRALEX 10MG 28TAB,28.00,$79.97,$107.56,$124.77,2012
CIPRALEX 10MG 56TAB,56.00,$159.94,$199.93,$231.92,2012
CIPRALEX 15MG 28TAB,28.00,$109.58,$136.97,$158.89,2012
CIPRALEX 20MG 28TAB,28.00,$149.06,$186.32,$216.13,2012
CIPRALEX 20MG 56TAB,56.00,$298.11,$350.28,$406.32,2012
CIPRAMIL 20MG 28TAB,28.00,$30.61,$41.94,$48.65,2012
CIPRAMIL 40MG 28TABS,28.00,$62.12,$83.54,$96.91,2012
CIPRODEX 250MG 10TAB,10.00,$17.02,$23.32,$27.05,2012
CIPRODEX 500MG 10TAB,10.00,$28.54,$39.10,$45.36,2012
CIPRODEX 750MG 10TAB,10.00,$36.36,$49.81,$57.78,2012
CIPROFLOXACIN-TEVA 250MG 10TAB,10.00,$17.02,$23.32,$27.05,2012
CIPROFLOXACIN-TEVA 500MG 10TAB,10.00,$28.54,$39.10,$45.36,2012
CIPROXIN  200 100ML,100.00,$45.84,$61.65,$71.52,2012
CIPROXIN 250MG/5ML SUSP 100ML,100.00,$53.44,$71.88,$83.38,2012
CIPROXIN 500MG/5ML SUSP 100ML,100.00,$50.40,$67.79,$78.63,2012
CIRCADIN 2MG 21TAB,21.00,$74.19,$99.79,$115.75,2012
CIRCADIN 2MG 30TAB,30.00,$105.99,$132.48,$153.68,2012
CITALOPRAM  20 MG 30 TABLETS,30.00,$32.80,$44.93,$52.12,2012
CLARINASE REPETABS 14,14.00,$16.62,$22.76,$26.40,2012
CLARITHROMYCIN 250MG 14TAB,14.00,$26.73,$36.62,$42.48,2012
CLARITHROMYCIN 500MG 14TAB,14.00,$53.02,$71.31,$82.72,2012
CLAVAMOX 125 SUSP 100ML,100.00,$11.20,$15.34,$17.80,2012
CLAVAMOX 250 SUSP 100ML,100.00,$18.08,$24.77,$28.73,2012
CLAVAMOX 500 30TAB,30.00,$41.38,$55.65,$64.55,2012
CLEXANE 100MG SAFETY LOCK 2X1ML SYR PREFIL SAFETY LOCK,2.00,$63.92,$85.98,$99.74,2012
CLEXANE 100MG/1ML 10SYRING(10ML),10.00,$319.62,$375.56,$435.65,2012
CLEXANE 100MG/1ML 2SYRING(2ML),2.00,$63.92,$85.98,$99.74,2012
CLEXANE 100MG/ML (300MG) 1X3ML SOLUTION FOR INJECTION,1.00,$124.50,$155.62,$180.52,2012
CLEXANE 120MG/0.8ML 10 INJ,10.00,$378.00,$444.15,$515.22,2012
CLEXANE 120MG/0.8ML SAFETY LOCK 10 SYR PREFIL,10.00,$378.00,$444.15,$515.22,2012
CLEXANE 150MG/ML 10 INJ,10.00,$431.37,$506.86,$587.96,2012
CLEXANE 150MG/ML SAFETY LOCK 10 SYR PREFIL,10.00,$431.37,$506.86,$587.96,2012
CLEXANE 20MG SAFETY LOCK 2X0.2ML SYR PREFIL,2.00,$17.71,$24.27,$28.15,2012
CLEXANE 20MG/0.2ML 2SYRING(0.4ML),2.00,$17.71,$24.27,$28.15,2012
CLEXANE 40MG SAFETY LOCK 2X0.4ML SYR PREFIL,2.00,$35.43,$48.53,$56.30,2012
CLEXANE 40MG/0.4ML 2SYRING(0.8ML),2.00,$35.43,$48.53,$56.30,2012
CLEXANE 60MG SAFETY LOCK 2X0.6ML SYR PREFIL,2.00,$48.64,$65.42,$75.89,2012
CLEXANE 60MG/0.6ML 10SYRING(6ML),10.00,$243.19,$285.75,$331.47,2012
CLEXANE 60MG/0.6ML 2SYRING(1.2ML),2.00,$48.64,$65.42,$75.89,2012
CLEXANE 80MG SAFETY LOCK 2X0.8ML SYR PREFIL,2.00,$54.20,$72.90,$84.57,2012
CLEXANE 80MG/0.8ML 2SYRING(1.6ML),2.00,$54.20,$72.90,$84.57,2012
CLONEX 0.5MG 30TAB,30.00,$5.22,$7.16,$8.30,2012
CLONEX 2MG 30TAB,30.00,$8.31,$11.39,$13.21,2012
CLONNIRIT 25MCG 30T,30.00,$16.03,$21.96,$25.48,2012
CLOOD 75MG 30TAB,30.00,$70.97,$95.46,$110.73,2012
CLOPID 75MG 30TAB,30.00,$70.97,$95.46,$110.73,2012
CLOPIDEXCEL 75MG 30 FC TAB,30.00,$70.97,$95.46,$110.73,2012
CLOPIDOGREL 75MG 30TAB,30.00,$70.97,$95.46,$110.73,2012
CLOPIXOL 10MG 50TAB,50.00,$28.28,$38.74,$44.94,2012
CLOPIXOL 25 MG 100TAB,100.00,$105.71,$132.14,$153.28,2012
CLOPIXOL 25MG 50TAB,50.00,$52.86,$71.09,$82.46,2012
CLOPIXOL 2MG 50TAB,50.00,$9.50,$13.02,$15.10,2012
CLOPIXOL ACUPHASE 100MG 2ML,1.00,$60.87,$81.87,$94.97,2012
CLOPIXOL ACUPHASE 50MG 1ML 10AMP,10.00,$291.19,$342.15,$396.90,2012
CLOPIXOL ACUPHASE 50MG 1ML 1AMP,1.00,$29.12,$39.89,$46.28,2012
CLOPIXOL DEPOT 200MG 10AMP,10.00,$237.54,$279.12,$323.77,2012
CLOPIXOL DEPOT 200MG 1AMP,1.00,$23.75,$32.54,$37.75,2012
CLOPIXOL DEPOT INJECTION 500MG 1AMP,1.00,$21.27,$29.14,$33.80,2012
CLOPIXOL DEPOT INJECTION 500MG 5AMP,5.00,$106.34,$132.93,$154.20,2012
CLOPIXOL DROPS 20ML,20.00,$32.89,$45.06,$52.27,2012
CLOPIXOL TABLETS 10 MG 100TAB,100.00,$56.56,$76.07,$88.24,2012
CLOTRISONE CREAM 15GR,15.00,$9.56,$13.09,$15.18,2012
CO-DIOVAN 160/12.5MG FCT 28TAB,28.00,$79.78,$107.30,$124.47,2012
CO-DIOVAN 160/25MG FCT 28TAB,28.00,$82.46,$110.91,$128.65,2012
CO-DIOVAN 80/12.5MG 28TAB,28.00,$59.56,$80.10,$92.92,2012
COLESTID 5GX50PACK,50.00,$85.02,$114.36,$132.66,2012
COLIRACIN INJ.,1.00,$24.60,$33.70,$39.09,2012
COLOTAL 135MG 50TAB,50.00,$22.87,$31.33,$36.35,2012
COMBIGAN EYE DROPS 5 ML,5.00,$60.43,$81.28,$94.28,2012
COMBIVIR 60TAB,60.00,"$1,598.69","$1,878.47","$2,179.02",2012
COMTAN 200MG 30 F.C. TAB,30.00,$118.28,$147.84,$171.50,2012
CONCERTA 18MG XR 30TAB,30.00,$193.48,$227.34,$263.72,2012
CONCERTA 27MG XR 30TAB,30.00,$215.51,$253.22,$293.73,2012
CONCERTA 36MG XR 30TAB,30.00,$251.07,$295.01,$342.21,2012
CONCERTA 54MG XR 30TAB,30.00,$303.09,$356.13,$413.12,2012
CONCOR 10MG 30TAB,30.00,$18.05,$24.72,$28.68,2012
CONCOR 5MG 30TAB,30.00,$10.50,$14.39,$16.69,2012
CONDYLOX 0.5% 3.5ML,3.50,$72.46,$97.46,$113.05,2012
CONTALAX 10MG 25SUPP,25.00,$55.93,$75.22,$87.26,2012
CONTROLOC 20MG 30TAB,30.00,$42.61,$57.31,$66.48,2012
CONTROLOC 40MG 14TAB,14.00,$36.28,$49.70,$57.66,2012
CONTROLOC I.V.  40MG/VIAL,1.00,$20.56,$28.16,$32.67,2012
CONVERTIN 20MG 30TAB,30.00,$24.52,$33.59,$38.96,2012
COPAXONE 20MG/DOSE 28 PREFILLED SYRINGE,28.00,"$4,362.60","$5,126.05","$5,946.22",2012
COPEGUS 200MG 168TAB,168.00,"$2,442.47","$2,869.90","$3,329.08",2012
CORALAN 5MG 56 F.C.TAB,56.00,$243.26,$285.84,$331.57,2012
CORALAN 7.5MG 56 F.C.TAB,56.00,$244.78,$287.61,$333.63,2012
CORDIL 10MG 50TAB,50.00,$8.39,$11.49,$13.33,2012
CORDIL 20MG 50TAB,50.00,$14.23,$19.50,$22.61,2012
CORDIL 40MG SR 60TAB,60.00,$25.81,$35.36,$41.02,2012
CORDIL 5MG 40SUBLING TAB,40.00,$4.57,$6.26,$7.27,2012
COSOPT EYE DROPS 5ML,5.00,$54.22,$72.93,$84.60,2012
COUMADIN 1MG 30TAB,30.00,$4.14,$5.67,$6.58,2012
COUMADIN 2MG 30TAB,30.00,$10.24,$14.03,$16.27,2012
COUMADIN 5MG 30TAB,30.00,$17.93,$24.57,$28.50,2012
CREON 300MG 100CAPS,100.00,$148.68,$185.85,$215.59,2012
CRESTOR 10MG 28TAB,28.00,$85.25,$114.67,$133.01,2012
CRESTOR 20MG 28TAB,28.00,$128.16,$160.21,$185.84,2012
CRESTOR 40MG 28TAB,28.00,$183.08,$228.85,$265.47,2012
CRINONE 8 % VAG GEL 15*1.45 G,15.00,$203.70,$239.35,$277.65,2012
CRIXIVAN 200MG 360CAPS,360.00,"$1,332.43","$1,565.61","$1,816.10",2012
CRIXIVAN 400MG 180CAPS,180.00,"$1,327.25","$1,559.52","$1,809.04",2012
CURATANE 10MG 30CAPS,30.00,$58.33,$78.46,$91.01,2012
CURATANE 20MG 30CAP,30.00,$93.45,$125.69,$145.80,2012
CURATANE 40 MG 30 CAPS,30.00,$191.20,$239.00,$277.24,2012
CYMBALTA 30MG 28CAPS,28.00,$109.48,$136.85,$158.75,2012
CYMBALTA 60MG 28CAPS,28.00,$154.75,$193.44,$224.39,2012
CYMEVENE 500MG 5VIAL,5.00,$687.78,$808.14,$937.44,2012
CYSTADANE 180GR PWDR/ORAL SOL,180.00,"$2,204.01","$2,589.71","$3,004.07",2012
CYTOTEC 200MCG 28TAB,28.00,$32.85,$45.00,$52.20,2012
DAIVOBET OINT 30GR,30.00,$96.20,$120.24,$139.48,2012
DAIVOBET OINT 60GR,60.00,$192.39,$240.49,$278.97,2012
DAIVONEX CREAM 30GR,30.00,$44.56,$59.94,$69.53,2012
DAIVONEX SCALP SOL 30ML,30.00,$42.30,$56.89,$66.00,2012
DAKTACORT CREAM 15GR,15.00,$8.13,$11.14,$12.92,2012
DAKTARIN ORAL GEL40G,40.00,$14.38,$19.71,$22.86,2012
DALACIN C 150MG 16CAPS,16.00,$18.40,$25.21,$29.24,2012
DALACIN C 300MG 16CAPS,16.00,$32.20,$44.12,$51.18,2012
DALACIN VAG CR2% 40G,40.00,$60.72,$81.67,$94.74,2012
DALACIN VAGINAL 100MG 3 OVULES,3.00,$45.41,$61.08,$70.85,2012
DALAGIS T LOTION 25ML,25.00,$19.00,$26.04,$30.20,2012
DALAGIS T SOLUTION 25ML,25.00,$14.02,$19.21,$22.28,2012
DANOL 200MG 60CAPS,60.00,$200.15,$235.18,$272.81,2012
DECAPEPTYL 0.1MG 7AMP,7.00,$152.39,$190.49,$220.97,2012
DECAPEPTYL CR 3.75,1.00,$567.09,$666.33,$772.94,2012
DECAPEPTYL DEPOT 11.25MG VIAL,1.00,"$1,524.23","$1,790.98","$2,077.53",2012
DECAPEPTYL DEPOT 3.75MG/2ML VIAL+SOLV,1.00,$567.59,$666.92,$773.63,2012
DEKINET 2MG 30TAB,30.00,$7.10,$9.72,$11.28,2012
DEPALEPT 200MG 40TAB,40.00,$12.39,$16.97,$19.69,2012
DEPALEPT 500MG 40TAB,40.00,$41.18,$55.39,$64.25,2012
DEPALEPT CHRONO 500MG 30 SR TAB,30.00,$30.95,$42.41,$49.19,2012
DEPALEPT ORAL SOL 50ML,50.00,$28.44,$38.96,$45.20,2012
DEPALEPT SYR 110ML,110.00,$17.10,$23.43,$27.18,2012
DEPO MEDROL 40MG/ML 1ML,1.00,$14.21,$19.47,$22.58,2012
DEPO MEDROL 40MG/ML 2ML,1.00,$23.88,$32.71,$37.95,2012
DEPO MEDROL+LIDOCAIN 1CC,1.00,$21.37,$29.27,$33.96,2012
DEPO MEDROL+LIDOCAIN 2CC,1.00,$45.35,$60.99,$70.75,2012
DEPONIT NT 10 10PATCHES,10.00,$24.19,$33.14,$38.44,2012
DEPONIT NT 5 10 PATCHES,10.00,$18.40,$25.20,$29.23,2012
DEPO-PROVERA 150MG1ML SOL FOR INJ,1.00,$13.05,$17.87,$20.73,2012
DEPO-PROVERA 3.3MLx150MG/ML,1.00,$28.62,$39.21,$45.49,2012
DERALIN 10MG 30TAB,30.00,$4.61,$6.32,$7.33,2012
DERALIN 40MG 30TAB,30.00,$5.43,$7.44,$8.63,2012
DERMACOMBIN OINT 15G,15.00,$15.93,$21.82,$25.31,2012
DERMACOMBIN OINT 5G,5.00,$5.31,$7.27,$8.44,2012
DERMALAR CREAM 14GR,14.00,$4.19,$5.74,$6.66,2012
DERMOVATE CREAM 25GR,25.00,$12.57,$17.21,$19.97,2012
DERMOVATE OINT 25GR,25.00,$10.70,$14.67,$17.01,2012
DERMOVATE SCALP APPL SOL 25ML,25.00,$14.59,$19.99,$23.19,2012
DESFERAL 500MG 10 VIALS,10.00,$153.37,$191.71,$222.39,2012
DESMOPRESSIN TEVA 0.1MG 30TAB,30.00,$62.90,$84.59,$98.13,2012
DESMOPRESSIN TEVA 0.2MG 30TAB,30.00,$110.63,$138.28,$160.41,2012
DETRUSITOL SR 4MG 28CAPS,28.00,$165.30,$206.63,$239.69,2012
DEXAMETHASONE 0.5MG 30T,30.00,$15.95,$21.85,$25.34,2012
DEXAMETHASONE 2MG 50TAB,50.00,$52.68,$70.85,$82.19,2012
DEXIMUNE 100MG 50CAPSULES,50.00,$671.17,$788.62,$914.80,2012
DEXIMUNE 25MG 50CAPSULES,50.00,$186.42,$233.02,$270.30,2012
DEXIMUNE 50MG 50CAPS,50.00,$358.44,$421.17,$488.55,2012
DIABITEX 250MG 90TAB,90.00,$22.16,$30.36,$35.21,2012
DIACEREIN TEVA 50 MG 30 CAPS,30.00,$47.11,$63.36,$73.50,2012
DIANE 21TAB,21.00,$14.50,$19.87,$23.04,2012
DIATRIM 50MG 30CAPS,30.00,$47.11,$63.36,$73.50,2012
DIBENYLINE 10MG 30CAPS,30.00,$55.71,$74.93,$86.91,2012
DICLOFTIL 0.1% SOL 30x0.5ML,30.00,$140.08,$175.10,$203.12,2012
DIFLUCAN SUSP 50MG/5ML 35ML,35.00,$54.65,$73.51,$85.27,2012
DIFRIN 0.10% EYE DROPS 10ML,10.00,$70.27,$94.52,$109.64,2012
DIGOXIN 0.25MG 40TAB,40.00,$7.81,$10.70,$12.41,2012
DILANTIN SUSP 237ML,237.00,$123.29,$154.11,$178.77,2012
DILATAM 120MG 30 SRTAB,30.00,$36.26,$49.68,$57.63,2012
DILATAM 240MG CD 30SRTAB,30.00,$83.19,$111.89,$129.79,2012
DILATAM 60MG 30TAB,30.00,$10.89,$14.92,$17.31,2012
DILTIAZEM TEVA 60MG 100TAB,100.00,$36.30,$49.73,$57.69,2012
DIMITONE 12.5MG 30TAB,30.00,$19.89,$27.25,$31.60,2012
DIMITONE 6.25MG 30TAB,30.00,$15.22,$20.86,$24.20,2012
DIOVAN 160MG 28 FC TABS,28.00,$78.41,$105.46,$122.33,2012
DIOVAN 40MG 28 FC TABS,28.00,$48.57,$65.33,$75.79,2012
DIOVAN 80MG 28 FC TABS,28.00,$51.87,$69.77,$80.93,2012
DIPROGENTA 15GR OINT,15.00,$23.11,$31.67,$36.73,2012
DIPROGENTA CRM 15GR,15.00,$23.13,$31.69,$36.76,2012
DIPROLENE CREAM 15GR,15.00,$6.51,$8.92,$10.35,2012
DIPROSALIC LOTION 30ML,30.00,$15.99,$21.91,$25.41,2012
DIPROSALIC OINT 15GR,15.00,$8.10,$11.09,$12.87,2012
DIPROSPAN 1AMPX1ML,1.00,$14.89,$20.40,$23.66,2012
DIPROSPAN 1AMPX2ML,1.00,$28.56,$39.13,$45.39,2012
DISEPTYL FORTE 10CAPLETS,10.00,$7.02,$9.62,$11.16,2012
DISEPTYL SUSP 50ML,50.00,$4.10,$5.61,$6.51,2012
DISOTHIAZIDE 25MG 30TAB,30.00,$7.86,$10.76,$12.49,2012
DITHROCREAM 0.1% 50G,50.00,$22.00,$30.15,$34.97,2012
DITHROCREAM 0.25%50G,50.00,$23.58,$32.30,$37.47,2012
DITHROCREAM 2% 50G,50.00,$39.63,$53.30,$61.83,2012
DITHROCREAM FRTE0.5%,50.00,$27.20,$37.26,$43.23,2012
DITHROCREAM H.P.1%,50.00,$44.49,$59.84,$69.41,2012
DOCETAXEL TEVA 20 MG/VIAL (0.72ML),1.00,$482.95,$567.47,$658.27,2012
DOCETAXEL TEVA 80 MG/VIAL (2.88ML),1.00,"$1,790.12","$2,103.39","$2,439.93",2012
DOLESTINE 5X100MG/2ML,5.00,$11.95,$16.37,$18.99,2012
DOLESTINE 5X50MG/1ML,5.00,$14.35,$19.66,$22.80,2012
DONEPEZIL TEVA 10MG 30TAB,30.00,$302.95,$355.97,$412.92,2012
DONEPEZIL TEVA 5MG 30TAB,30.00,$267.93,$314.82,$365.19,2012
DOPICAR 30TAB,30.00,$14.92,$20.45,$23.72,2012
DORZOLAMIDE TEVA 2% 5ML,5.00,$37.67,$51.61,$59.86,2012
DOSTINEX 0.5MG 2TAB,2.00,$43.88,$59.01,$68.46,2012
DOSTINEX 0.5MG 8TAB,8.00,$175.51,$219.38,$254.49,2012
DOXALOC 1 30TAB,30.00,$16.28,$22.30,$25.87,2012
DOXALOC 2 30TAB,30.00,$13.22,$18.10,$21.00,2012
DOXALOC 4 30TAB,30.00,$20.43,$27.99,$32.47,2012
DOXIL 2MG/ML VIAL 10ML,1.00,"$2,086.10","$2,451.17","$2,843.36",2012
DOXIL 2MG/ML VIAL 25ML,1.00,"$4,270.67","$5,018.03","$5,820.92",2012
DOXY 100 10TAB,10.00,$9.32,$12.77,$14.81,2012
DOXYLIN 100MG 10TAB,10.00,$9.32,$12.77,$14.81,2012
DUAC TOPICAL GEL 25G,25.00,$64.66,$86.97,$100.88,2012
DUODART 30 CAPSULES,30.00,$137.89,$172.36,$199.94,2012
DUODOPA  GEL 7x100ML BAG,7.00,"$3,784.05","$4,446.26","$5,157.66",2012
DUOTRAV 2.5ML OPHTHALMIC SOLUTION,2.50,$85.52,$115.03,$133.44,2012
DUPHASTON 10MG 20TAB,20.00,$23.41,$32.08,$37.21,2012
DURABIOTIC 1.2MIU 1VIAL,1.00,$26.10,$35.75,$41.47,2012
DUROGESIC 100MCG/H 5PATCH,5.00,$264.17,$310.40,$360.07,2012
DUROGESIC 12MCG/H 5PATCH,5.00,$53.39,$71.81,$83.30,2012
DUROGESIC 25MCG/H 5PATCH,5.00,$80.33,$108.05,$125.34,2012
DUROGESIC 50MCG/H 5PATCH,5.00,$149.41,$186.76,$216.64,2012
DUROGESIC 75MCG/H 5PATCH,5.00,$214.10,$251.57,$291.82,2012
DYSPORT 500 U/VIAL IM/SC 1 VIAL,1.00,"$1,107.87","$1,301.75","$1,510.03",2012
EBETAXEL 30MG/5ML VIAL,1.00,$314.28,$369.28,$428.37,2012
EBIXA 10MG 56TAB,56.00,$379.46,$445.86,$517.20,2012
EBIXA 20MG 28TABS,28.00,$396.47,$465.85,$540.39,2012
EBIXA DROPS 10MG/G 50ML,50.00,$343.24,$403.31,$467.84,2012
EDRONAX 4MG 60TAB,60.00,$123.86,$154.83,$179.60,2012
EFEXOR  XR 150MG 28 SR CAPS,28.00,$85.14,$114.51,$132.83,2012
EFEXOR XR 75MG 28 SR CAPS,28.00,$46.48,$62.52,$72.52,2012
EFFIENT 10MG 28 FC TAB,28.00,$234.69,$275.76,$319.88,2012
EFFIENT 5MG 28 FC TAB,28.00,$217.17,$255.17,$296.00,2012
EFRIN-10 DROPS 5CC,5.00,$7.05,$9.66,$11.20,2012
ELAPRASE 2MG/ML VIAL 3ML,1.00,"$14,209.80","$16,696.52","$19,367.96",2012
ELATROL 25MG 50TAB,50.00,$9.26,$12.69,$14.72,2012
ELATROLET 10MG 30TAB,30.00,$3.99,$5.47,$6.34,2012
ELATROLET 10MG 50TAB,50.00,$6.65,$9.11,$10.57,2012
ELIDEL CREAM 1% 15G,15.00,$61.31,$82.46,$95.66,2012
ELIDEL CREAM 1% 30G,30.00,$122.62,$153.27,$177.80,2012
ELMEX GELEE 25GR,25.00,$13.31,$18.23,$21.15,2012
ELOCOM CREAM 15GR,15.00,$12.10,$16.58,$19.23,2012
ELOCOM LOTION 20ML,20.00,$15.24,$20.88,$24.22,2012
ELOCOM OINT 15GR,15.00,$11.77,$16.13,$18.71,2012
ELOXATIN 100MG IV SOL FOR INF VIAL 20ML,1.00,"$1,209.80","$1,421.51","$1,648.95",2012
ELOXATIN 200MG 5MG/ML VIAL 40ML,1.00,"$2,233.50","$2,624.36","$3,044.26",2012
ELOXATIN 50MG IV SOL FOR INF VIAL 10ML,1.00,$611.88,$718.96,$833.99,2012
ELTROXIN 100MCG 100T,100.00,$17.34,$23.76,$27.56,2012
ELTROXIN 50MCG 100T,100.00,$12.85,$17.60,$20.42,2012
EMADINE 0.05% 5ML,5.00,$40.83,$54.91,$63.70,2012
EMEND 1X125MG+2X80MG CAPS,3.00,$308.22,$362.16,$420.11,2012
EMILY 21TAB,21.00,$25.12,$34.41,$39.91,2012
EMILY 3X21TAB,63.00,$75.35,$101.34,$117.56,2012
ENALADEX 10MG 30TAB,30.00,$11.38,$15.59,$18.09,2012
ENALADEX 20MG 30TAB,30.00,$24.52,$33.59,$38.96,2012
ENALADEX 5MG 30TAB,30.00,$10.99,$15.05,$17.46,2012
